1000 10000
2 429 2998
743 199 4924
302 499 9584
456 524 5235
651 608 2961
231 475 8885
512 258 3733
566 156 8159
983 113 9031
676 585 7299
74 795 9146
322 24 3873
374 410 1598
895 740 9874
454 314 5335
610 16 1405
635 269 845
689 948 7043
917 825 637
864 364 3262
833 97 1683
72 42 2979
242 74 2623
949 440 3581
745 300 3012
529 211 3703
801 516 1567
458 749 588
102 271 2741
622 980 7937
683 96 2131
112 400 8748
344 9 6614
982 500 3734
595 852 1196
940 68 5918
730 591 6054
456 816 227
353 307 3082
581 18 416
473 448 7200
818 602 9051
210 842 5967
811 572 3273
337 372 1514
570 78 7847
838 954 7265
324 786 6510
959 878 9894
114 492 9142
586 997 2959
200 663 8992
964 891 3155
878 122 1566
86 479 1462
702 252 587
839 488 2726
652 238 37
894 27 6872
250 986 8931
879 401 1056
909 709 8599
495 823 4412
80 154 7349
315 642 9390
578 676 897
186 379 9569
494 813 5353
797 606 3483
179 963 5467
665 991 401
256 203 9584
333 95 149
427 900 5341
785 218 1113
173 138 1964
998 982 7881
359 202 8424
805 495 5580
846 773 7151
745 724 6220
225 422 1011
227 434 8013
384 477 5700
130 935 2975
103 601 317
610 939 1275
479 245 9924
850 804 2747
159 784 5181
790 440 9208
757 425 1710
769 351 4451
176 907 4921
15 906 4775
910 734 5052
387 573 101
857 472 6229
973 360 9222
721 6 8280
776 612 4940
832 700 8533
773 906 2053
523 696 5285
626 55 231
97 153 5216
264 899 8634
435 918 7106
300 26 8596
823 564 5027
301 43 3790
171 292 1027
282 844 6286
714 459 6817
503 500 9989
189 617 1707
88 618 7507
405 101 7234
859 950 1206
782 139 9109
64 150 1943
519 218 8551
305 330 5460
373 101 7176
200 335 5604
170 646 4276
740 7 3524
450 569 6969
128 846 857
513 518 7028
653 355 2715
602 423 3744
701 849 6714
721 459 5965
398 290 2744
152 323 2978
735 273 1161
150 452 7369
349 390 589
329 728 1369
212 425 5333
7 412 1073
715 521 5043
581 711 8006
834 778 6731
132 258 3380
313 741 94
374 766 1107
291 157 3150
69 813 9702
972 185 2680
610 340 951
284 113 2962
313 255 8703
346 59 6281
375 830 7181
773 224 457
11 249 3138
930 633 9873
566 262 702
341 769 9356
233 122 1532
520 630 5233
916 305 708
665 588 3633
285 906 579
740 604 7531
705 421 9090
857 639 6409
966 350 8774
686 134 4735
943 927 1384
290 975 1143
232 393 2005
612 792 2967
308 81 4726
830 720 7283
664 64 5071
790 111 3458
332 45 778
979 103 7695
125 291 6252
341 680 9181
924 33 8735
468 45 5949
84 401 3342
894 690 4117
911 897 9393
580 581 1914
843 953 4092
423 860 6454
216 828 5391
871 998 8998
180 461 6720
200 354 9290
717 103 57
362 728 3201
861 131 6010
703 453 5851
120 951 9349
357 432 9913
697 479 8145
59 267 5178
813 588 4161
248 133 1035
491 419 4000
494 154 8476
700 299 4913
625 325 1456
100 654 1834
398 255 2366
507 212 7294
151 486 6947
904 531 6468
649 1 3221
231 79 8148
111 83 3305
654 554 2489
271 489 8259
781 484 5667
70 980 1115
69 899 2445
324 897 5965
303 41 5907
946 555 7720
581 973 6540
121 731 7196
292 1 9568
760 39 4865
998 104 1917
220 903 8971
655 907 2124
515 839 9904
420 828 6592
350 173 9398
749 81 6339
656 535 3582
570 206 6364
856 668 3823
893 116 2048
309 512 1592
818 44 9636
636 292 2348
440 86 4075
726 470 8927
179 926 6148
429 477 9680
812 256 4619
293 110 7477
489 279 6555
348 46 3495
330 396 9525
795 590 6496
316 850 4895
676 626 3354
382 537 2330
498 540 3129
619 559 280
560 979 4155
892 495 7870
601 926 2531
684 812 5853
724 750 4200
595 338 1293
992 601 6077
987 522 5189
440 902 8212
330 188 319
834 438 6577
110 351 5864
208 50 6281
719 539 2503
305 474 3780
260 364 3536
978 356 9328
438 905 8957
129 766 5942
501 72 9518
241 942 7425
201 699 570
895 500 5624
45 881 4921
696 538 17
339 947 2954
750 542 3025
388 953 3633
385 678 6468
16 965 914
567 162 3180
862 163 4478
739 920 698
702 176 9782
389 723 9557
511 796 7910
634 593 4617
817 460 967
286 834 9857
830 281 6579
842 32 2638
71 1 4317
604 387 1640
927 359 4739
236 65 3828
181 626 5266
240 594 5531
855 241 511
489 309 7570
215 610 5679
295 559 6385
455 21 4110
909 665 6803
156 671 4936
511 88 4642
815 484 3648
675 660 608
807 342 7558
494 30 3964
443 709 8769
242 749 2234
827 919 8258
556 934 2646
55 2 5553
633 171 3674
968 511 705
787 523 3844
174 184 8866
614 925 7143
820 761 8150
238 466 2263
609 563 1900
410 526 1093
339 1 5057
22 481 9121
80 172 7487
797 112 7290
874 920 6311
946 990 2828
877 907 4405
537 207 6508
601 18 3679
817 367 1232
793 101 43
28 899 9569
406 601 2580
203 480 7816
784 289 7888
656 833 6437
140 560 293
934 667 5982
316 255 8330
869 796 2323
103 661 7961
647 572 8810
794 792 2798
259 904 237
463 497 7592
729 739 6464
657 229 2160
162 14 9293
688 141 5165
557 66 9044
444 854 1247
179 285 833
197 708 5458
7 979 8869
933 958 836
770 503 6072
927 782 9044
357 708 438
164 567 4316
518 704 2616
756 522 8657
318 568 1287
785 140 3539
450 852 2617
847 89 2809
710 251 7091
186 520 3991
688 134 7005
759 237 7790
998 87 8374
533 817 778
516 806 2828
602 185 6308
453 480 848
762 865 8928
754 704 7228
255 274 1618
297 541 8807
34 310 1483
675 746 5847
104 570 5779
641 688 9735
228 61 4708
724 190 8152
614 120 4953
482 217 8639
960 790 6648
489 764 1928
607 494 1498
252 852 4759
994 358 1409
280 397 2839
816 924 3041
663 111 8115
78 397 2758
64 193 8884
598 403 4127
834 296 1200
108 67 3645
703 953 6569
725 447 4185
244 535 6127
862 312 6667
84 953 7596
335 962 3609
83 995 9455
912 610 4680
97 944 3050
195 50 3765
125 212 3779
575 95 9023
827 59 9969
878 370 6919
121 749 1902
657 240 2191
486 963 5474
519 518 74
678 439 5690
448 779 169
505 164 4731
974 55 1171
316 971 3100
41 163 1275
100 41 4562
234 19 2439
76 920 8883
90 88 9958
347 295 6238
781 828 1755
299 664 428
275 698 1397
995 696 1039
258 737 1211
885 506 3429
776 590 8652
737 995 5579
526 569 8751
483 982 5996
672 842 8853
229 721 8596
892 947 8933
234 102 5003
938 997 7235
681 303 4819
608 829 7756
475 58 315
345 646 8567
163 273 2961
210 75 7651
70 79 4518
688 953 9064
196 56 7878
734 632 4023
560 823 2329
435 492 1043
436 958 1389
938 813 8352
986 842 1152
646 549 1230
366 541 9360
395 654 7707
807 244 1478
43 658 5271
225 388 4516
595 143 3941
176 382 7357
456 92 1646
424 639 3421
313 909 2561
735 147 2952
520 610 5076
575 315 9111
249 130 9817
202 904 79
482 451 9679
450 466 1685
679 391 3301
657 930 8723
367 781 6024
683 973 3351
926 303 9869
883 514 7208
292 470 2036
38 333 942
646 724 9481
144 681 3950
207 971 451
293 787 8114
159 761 8458
940 249 8476
167 246 6784
382 338 3282
741 759 7324
266 391 7893
228 642 3939
974 581 6822
562 824 5071
224 863 7769
610 604 4490
431 756 8389
349 645 1779
921 393 7511
988 198 790
249 38 9836
538 447 1383
477 257 2348
934 563 9067
542 866 7544
757 48 5941
34 123 3389
18 674 8067
119 258 4476
900 769 1940
829 981 8335
737 579 1893
450 724 3527
454 693 157
995 621 6973
468 550 6088
899 365 945
385 185 468
658 189 143
217 20 7246
911 79 9918
726 686 1512
21 475 8487
954 729 2745
100 764 8052
584 410 671
313 151 6851
671 205 4438
303 60 7053
585 381 6036
130 859 2856
486 499 4581
150 481 1002
945 933 5682
947 160 6210
797 611 3860
530 913 3391
686 324 8828
838 449 9727
166 577 8069
287 284 1843
692 133 6366
924 590 1471
241 9 6623
943 840 4308
595 867 3902
886 781 8287
992 832 4346
265 428 1650
296 232 3076
500 732 121
379 307 5184
597 268 7833
287 54 1765
774 164 6087
643 634 8939
881 602 9895
464 281 9718
117 637 6471
446 280 488
788 126 4303
704 82 2272
905 55 6755
776 217 8355
276 680 8202
288 241 3036
245 552 7785
335 492 4165
864 103 4065
834 11 4051
296 653 3360
76 395 7383
975 3 8886
106 437 343
482 638 4923
123 115 9169
785 427 4928
513 476 25
520 397 246
419 887 9629
896 229 4874
743 531 1550
890 591 9141
176 751 2189
218 811 5007
673 755 5090
679 341 6875
409 435 1025
636 816 3980
917 919 8794
278 542 7272
398 177 5864
687 731 2360
365 537 1643
425 663 9953
94 113 4171
357 944 1029
345 296 5132
696 337 703
150 679 4606
909 946 6766
774 152 8467
202 187 1633
403 470 1167
764 251 974
938 528 2910
125 171 1242
952 254 3036
990 581 9578
673 291 8903
83 225 14
496 242 2852
271 360 2552
494 594 8762
659 1 7517
362 890 4308
779 329 88
776 113 5938
351 428 7446
946 978 9397
130 947 8049
703 520 36
672 513 3470
202 959 3011
133 103 4302
778 371 7040
128 866 7174
106 51 7494
224 783 4494
549 900 6068
105 372 4076
593 379 729
20 509 7910
260 854 9015
153 138 605
857 438 2182
525 990 9725
871 685 3148
35 753 9614
577 99 850
203 769 33
134 135 3674
420 405 2444
849 797 9440
296 210 9322
455 430 2518
991 961 4812
623 692 3015
242 763 8222
599 612 131
984 528 4553
888 753 8500
687 551 4934
705 18 4250
64 823 3080
998 344 905
32 239 744
774 186 8862
382 878 6282
729 537 5633
180 288 2388
624 181 572
43 379 2442
460 174 8138
811 884 6008
48 988 4163
878 482 7765
658 825 9657
581 695 6338
982 232 7053
157 120 6213
389 934 5598
548 131 517
979 382 9499
379 745 5732
635 801 3886
619 230 4043
137 284 399
559 720 3929
448 38 364
275 112 6453
902 267 3702
472 468 9407
969 58 788
865 448 5681
817 173 3065
443 905 5419
720 847 4372
594 841 4199
711 585 4054
18 48 623
685 540 8405
442 703 2343
141 630 1236
848 349 2117
513 354 8340
193 877 8707
938 590 9011
234 606 7054
965 685 363
366 483 4168
518 839 207
367 926 9583
307 816 1129
80 49 1201
618 972 9651
369 993 4840
638 317 2790
593 908 8623
96 962 3514
540 175 7810
812 869 8600
627 41 7871
917 632 9000
704 804 997
224 23 4282
373 655 6550
378 227 2043
816 417 8783
864 931 4646
789 797 4511
915 530 1807
222 8 4268
576 498 6588
661 412 5498
632 682 6601
782 586 6870
837 193 5733
547 121 5857
269 211 215
776 718 2264
232 637 1069
689 766 863
963 249 2281
102 653 7654
359 259 4264
744 376 1038
57 651 1839
881 574 6111
8 754 6549
26 912 9227
837 473 9910
405 716 4281
345 268 5543
36 62 3242
174 762 6201
692 537 7113
801 406 3023
907 644 8018
81 145 4420
823 206 3830
621 859 2441
584 94 1389
784 779 6715
555 268 6713
897 602 3668
561 690 2609
292 327 1936
113 507 5265
822 463 787
337 584 8827
12 270 8778
106 335 9024
172 394 9497
826 950 2360
145 703 2593
473 773 8716
552 373 3015
890 787 8634
137 564 5523
346 973 1758
567 490 4784
222 603 2204
398 842 2649
451 386 856
210 163 1257
984 529 1389
808 208 4228
587 361 1748
991 870 5856
575 679 5059
704 290 8409
910 138 6041
368 670 9158
682 149 7003
242 734 7076
296 976 7873
106 592 3798
334 733 1028
244 795 337
247 211 3131
318 996 9637
102 190 5853
928 788 9525
88 726 470
778 243 2470
684 805 2763
915 824 670
490 900 9835
414 241 132
524 690 4627
223 488 1063
72 723 1850
323 356 979
829 473 6054
270 44 8617
259 124 1357
115 3 8399
227 187 8634
88 962 6529
137 759 1276
781 648 7537
99 395 7843
915 944 7778
998 683 2895
861 456 1629
387 374 7781
885 213 1644
537 41 7281
651 106 4635
538 227 5035
217 298 4964
188 633 4545
518 539 8793
905 768 6788
578 437 6859
660 202 422
421 16 7294
705 699 7666
156 907 1520
701 932 6587
536 816 9030
127 508 4186
657 775 2502
308 390 7771
799 57 7636
916 289 6035
584 386 4098
47 105 403
241 137 2287
534 441 5927
162 187 9417
123 420 3833
672 960 5590
98 692 9480
53 834 5996
94 860 9035
835 575 3398
649 287 3089
873 714 468
843 364 936
2 1 5308
703 149 5948
543 145 2096
27 260 2129
616 114 8903
722 517 222
710 369 6099
638 403 9177
27 398 4532
552 465 191
639 928 3830
430 735 4968
248 20 6636
572 45 1519
975 633 9531
483 785 1593
889 969 709
8 335 6893
61 853 1074
611 532 4457
819 601 6724
56 936 9252
725 417 4249
729 898 9580
882 614 1056
73 606 1580
814 809 2075
183 845 3490
868 261 2213
731 503 4187
413 944 2150
193 483 758
904 870 1928
12 872 9770
543 96 4297
674 313 8505
53 381 3642
360 99 4182
537 606 1703
308 592 5291
470 719 1406
903 557 5212
846 174 2877
433 345 954
342 559 751
478 454 1916
536 32 4674
798 569 5323
343 558 5050
461 727 328
286 618 288
609 450 7589
505 534 2709
296 877 6159
343 959 8443
844 111 4724
132 744 2340
660 812 7358
731 612 6809
689 521 8119
67 72 4551
587 613 591
433 873 4048
663 832 2778
917 85 9800
811 935 2597
124 957 3853
65 551 3392
338 99 4504
374 72 1852
496 927 5236
795 540 9902
89 95 2344
851 852 6815
832 599 8442
607 339 1167
467 462 7439
79 293 5225
981 393 7558
173 42 8178
753 143 9644
566 587 2718
32 850 9786
430 956 1130
700 20 5557
285 241 2912
633 456 6663
549 472 2691
197 97 7702
444 792 5739
331 406 3880
426 866 4378
851 164 7938
941 317 1948
622 232 7891
625 269 9514
484 250 5790
230 244 7154
466 912 8964
908 444 7632
569 932 5949
608 364 2466
973 405 8124
453 811 4464
606 896 175
957 3 8174
50 337 5360
6 996 9097
331 474 861
978 541 7434
217 55 8082
483 404 4288
219 871 3360
422 657 1778
815 61 6547
417 768 3861
896 525 4347
115 289 411
612 20 327
860 705 1719
852 181 3999
165 842 4577
947 23 9772
442 200 229
449 431 308
856 750 4730
66 639 2574
192 132 3672
605 539 4782
200 796 8184
997 360 8629
54 589 3925
491 450 1217
156 41 4553
115 680 4169
441 333 7838
520 204 3431
508 938 2005
310 620 2737
681 298 7684
33 677 8924
594 22 1024
703 185 1921
333 528 2599
732 912 8887
195 373 3463
501 850 8273
266 941 1364
665 192 2434
980 586 4409
395 556 7795
389 557 8020
810 883 7239
578 514 5377
889 104 138
910 946 8594
225 750 3473
722 510 1782
398 967 4393
915 698 1867
474 387 4714
854 581 1613
461 677 9206
562 692 258
952 913 4818
841 867 8597
145 316 5768
861 48 7319
108 886 2165
428 12 3439
684 242 2130
94 854 5868
302 865 9252
662 517 5013
402 658 5998
254 798 5641
211 172 8791
253 184 5721
739 453 421
974 479 4301
520 713 1859
778 454 2414
270 385 798
279 760 6942
89 1 1482
969 611 9799
78 408 8136
587 562 5405
204 984 2576
921 965 1934
304 475 851
387 609 4909
334 614 3053
185 520 8324
395 13 1825
421 408 604
535 863 9864
767 85 986
373 261 2549
531 863 8001
436 70 7778
311 197 9293
216 614 2822
970 603 7333
734 502 5203
548 858 3274
301 256 4725
613 869 4716
696 353 8166
612 949 4582
973 938 3403
891 756 7458
595 839 7764
840 51 2226
55 790 7292
714 916 6530
415 881 6380
926 247 2915
220 692 8156
737 131 9676
258 867 7547
52 99 1466
401 381 834
788 723 8120
115 371 6075
18 411 1729
555 87 2481
972 325 4087
416 78 7918
357 361 8937
958 215 8458
118 214 3405
51 824 7693
547 402 780
314 142 6559
70 812 7899
263 602 5869
261 781 8793
105 117 6707
103 910 6561
646 114 7812
828 936 248
22 253 5519
580 776 4545
368 898 7777
648 235 1905
178 594 6384
377 723 5934
395 18 7312
17 363 1912
887 773 2575
716 96 8504
632 308 7387
389 832 5065
232 897 4108
603 880 6633
429 332 107
634 474 7831
780 906 6146
894 880 6661
54 38 8907
932 871 9385
895 912 699
723 670 9723
234 262 9802
221 65 2097
254 132 5204
99 450 2508
619 243 4563
701 481 9438
691 639 3790
197 429 9080
714 693 6117
624 784 288
174 621 9240
274 125 6915
437 558 1390
679 207 7197
669 970 6522
457 515 8871
899 200 7820
375 577 1054
608 282 732
172 627 9851
517 797 8037
156 488 4959
37 206 4597
278 492 2292
752 198 8719
392 632 2270
757 719 9899
842 146 1826
278 838 2504
490 405 1438
721 748 9777
229 163 805
890 645 9153
744 965 2466
165 17 9942
646 572 859
35 654 759
558 610 2774
337 262 4828
552 299 5393
476 769 5184
360 115 6488
162 724 6879
7 688 2811
823 303 8495
164 794 3497
659 583 9925
199 549 4522
882 892 5151
397 504 501
740 647 7799
928 276 3920
84 799 3071
655 540 5365
545 975 6653
467 317 8708
584 411 6644
934 56 9282
814 238 5313
71 425 3289
11 855 6969
195 640 2282
449 244 7728
478 529 5176
80 658 6513
516 542 6135
942 644 5497
36 490 3149
89 606 2614
248 335 3451
259 389 5970
108 305 3782
239 313 9845
487 889 5647
919 134 1768
100 624 4683
512 302 71
458 145 6337
303 377 5608
450 616 2979
493 35 9178
227 873 305
667 658 596
408 246 4974
234 453 1146
221 631 1387
66 58 3523
779 894 5268
664 123 147
417 483 8214
501 530 1452
30 730 4573
547 53 8374
781 919 6669
372 729 3206
498 191 2224
9 101 8085
216 295 1653
676 842 4876
680 969 790
435 932 2959
609 804 1234
712 906 3562
392 898 2290
699 339 6682
974 92 8264
113 783 1937
952 727 2867
977 241 3771
765 387 3826
416 131 1218
965 724 9210
464 520 6008
889 854 4096
338 8 8542
427 940 5420
408 243 2026
570 509 2716
15 885 6715
889 424 3012
990 715 5185
733 122 1951
457 239 8703
67 726 2164
570 750 475
959 790 1925
103 88 8998
576 878 1993
932 922 4512
346 664 3284
141 791 146
857 368 4061
316 215 9016
939 976 3688
721 717 3581
8 868 6558
249 182 7576
228 815 2194
535 222 8773
700 66 5761
380 645 4837
165 169 2293
449 906 9814
9 673 6255
124 2 2308
896 618 1615
532 789 1074
444 161 3501
676 591 5191
73 163 6532
568 374 6498
553 538 2576
149 453 7800
848 366 2319
663 870 8481
289 750 7164
471 260 6516
559 794 794
181 463 586
936 964 9401
969 851 1540
807 508 9611
946 127 4819
200 802 4238
689 650 9259
450 700 7419
443 536 9451
411 644 6548
635 145 9527
248 519 1590
552 628 4019
129 578 6850
237 788 3498
174 308 7042
889 692 7555
909 832 4335
385 695 6975
482 181 6182
285 585 9616
129 551 8500
544 139 190
591 585 2040
37 769 1708
961 400 1418
547 50 8109
662 693 1160
458 68 5339
188 55 2593
738 74 3804
515 119 7138
389 701 9773
82 444 5239
336 27 6290
117 922 2695
512 951 7509
420 77 8415
809 89 5088
414 810 801
511 868 4852
840 67 6518
701 659 6924
259 102 2904
393 615 3267
259 955 6152
973 203 4523
643 929 5311
773 175 7373
660 687 789
878 873 8791
867 255 2600
123 475 9749
731 363 5893
165 203 5832
754 730 2618
30 142 1252
981 280 9919
200 920 7039
74 308 7279
228 330 1281
726 57 7099
877 948 6020
268 215 2643
12 298 9376
11 574 6317
776 158 453
580 83 1246
355 189 7202
573 421 3551
593 271 8052
406 110 6844
904 939 4352
917 934 4879
896 68 3237
11 783 6688
98 228 8351
828 589 601
901 735 1174
698 513 1669
500 207 418
673 418 4834
171 41 8236
651 190 6322
604 185 28
193 564 2088
834 386 8026
98 971 8031
480 755 4368
698 610 8887
420 523 3488
156 934 7497
796 908 2996
594 230 7992
279 803 888
950 501 2699
30 46 8732
413 194 2921
914 742 4343
815 879 2280
889 0 4046
20 330 1113
173 404 2911
376 905 8061
417 571 9548
882 235 1049
681 196 7255
199 802 8599
71 200 3090
397 521 3089
220 992 3909
845 614 7716
391 490 7160
963 291 4245
737 142 1628
372 525 4634
926 288 9908
356 352 2289
803 172 645
924 599 9003
456 494 4151
298 561 1734
594 901 5313
904 93 5156
497 961 9199
781 769 2264
948 278 3514
901 886 2224
426 112 2420
2 561 4903
953 203 4200
178 177 2034
432 700 8522
32 112 7790
658 882 9960
570 674 3612
963 539 4658
852 752 6365
910 712 3500
354 446 379
794 426 8422
23 25 9368
978 268 1965
292 156 5299
846 822 5737
507 759 9439
875 703 7840
208 318 1703
450 90 5418
177 66 9022
850 227 1858
264 958 1838
703 71 907
388 593 5912
142 767 4419
750 443 5888
933 783 2986
449 683 1167
38 254 1398
655 9 8567
349 448 823
609 353 8745
606 969 6682
908 318 2198
468 112 9356
795 798 9401
237 882 5306
784 124 3146
753 358 5475
359 115 9906
462 214 332
184 469 42
485 71 5127
880 831 450
733 590 9626
846 442 8762
119 254 482
920 533 7961
38 834 9429
807 266 1452
38 622 7084
545 302 3209
648 261 7231
229 931 7501
471 859 5621
572 537 2768
629 228 7250
960 260 2426
583 152 2195
209 282 4317
631 478 9291
654 682 7515
958 584 8638
893 699 8526
612 7 5526
62 317 3827
657 47 1910
528 678 919
986 774 2481
141 70 2410
187 927 9874
449 987 8364
579 217 5916
151 324 6790
668 332 4875
213 569 7100
846 376 8037
332 474 1746
911 476 5603
778 632 1073
297 942 7415
302 77 5891
664 742 9286
939 81 1724
728 333 9816
620 385 7085
890 922 3756
240 75 813
872 488 8303
971 973 7180
810 138 1633
687 813 6326
378 597 4720
11 973 6892
589 492 1567
830 365 5249
178 939 3828
658 197 807
155 671 7902
261 462 710
542 398 4660
153 170 8202
413 415 147
385 597 2918
93 839 3465
76 665 1966
914 515 444
462 95 2435
937 958 4347
637 941 3574
406 798 2712
406 28 8630
382 502 5727
769 321 200
82 58 787
485 628 9599
762 996 6497
362 712 9632
325 142 2321
361 403 9012
186 793 6457
539 669 1775
208 62 142
76 951 4037
770 216 5951
327 705 8004
932 829 941
396 249 7423
614 792 4303
196 547 3096
497 386 4602
788 695 4575
142 55 8742
136 634 9291
419 539 3153
859 64 3331
391 688 660
126 156 4216
296 987 2161
15 348 9263
955 79 2673
468 516 704
677 286 1417
820 875 2418
386 236 2982
174 302 8004
427 658 1993
880 966 6624
518 386 5561
468 21 8939
127 954 3104
466 602 2973
400 189 5903
11 937 1174
117 728 2682
570 161 4646
28 498 8524
416 940 8357
242 152 3877
679 414 3684
404 822 6183
310 362 3689
896 121 2182
157 358 9304
779 881 6347
353 729 3497
187 519 3897
983 79 116
967 596 5695
34 68 8051
692 510 875
276 3 5530
147 892 5059
101 289 9856
341 101 1112
394 525 5097
32 602 1312
594 639 8164
865 458 2343
601 585 9076
332 895 3134
641 478 3804
322 929 184
285 174 1659
920 319 2989
477 115 7939
263 603 433
9 198 4998
894 443 571
402 167 9612
183 404 873
137 967 7723
935 532 2749
408 761 680
627 402 2628
609 486 7556
413 646 7187
346 325 9725
811 224 2738
939 90 2849
524 979 169
324 908 5034
635 782 8214
88 725 1854
662 323 3733
64 50 6765
41 927 3226
79 915 271
869 691 3554
277 264 5418
434 359 8586
533 853 5877
95 261 7668
971 644 5665
748 530 6767
859 873 5425
809 609 1404
248 815 9501
729 803 9571
307 264 6513
904 174 7191
487 59 5743
206 995 5234
960 337 3191
507 605 752
608 840 387
130 11 9990
837 225 2823
595 880 2015
460 511 3524
136 692 3356
457 733 1808
489 742 2248
616 278 496
618 843 5466
920 324 4562
148 249 1214
499 473 2889
856 893 7268
81 170 5008
366 788 5400
766 20 5698
68 799 587
634 505 5684
156 668 5447
868 162 4939
218 82 4222
480 80 5653
434 721 8019
726 718 5550
720 621 8081
787 3 1793
531 572 2048
107 946 612
81 286 7310
982 143 3995
732 410 483
547 867 3989
11 522 4834
605 177 9390
341 176 37
706 218 9658
599 901 4367
294 256 8415
916 86 6696
99 687 2842
234 844 826
326 150 6590
346 80 4380
72 307 5129
540 821 6828
316 213 5566
186 93 650
833 838 2151
723 620 5943
946 631 2588
924 779 9901
721 867 7403
764 521 7264
73 721 6213
415 32 3341
30 403 531
131 893 5467
859 468 531
654 10 5921
222 694 7391
162 498 8459
787 518 5146
807 839 877
484 35 1566
705 646 3132
380 963 8146
904 956 7474
401 526 1956
565 138 3265
456 290 1095
542 538 1501
947 307 7357
50 845 1012
270 402 1778
253 167 4297
554 609 1950
987 51 2536
382 515 317
269 188 1931
82 35 8986
949 220 6816
532 636 8002
675 90 9285
774 744 8206
910 557 3436
599 278 9692
429 670 6852
301 775 2088
941 495 2021
393 372 1338
977 46 9316
323 980 3666
21 429 326
6 533 8495
422 559 2113
352 305 6472
530 57 6267
47 642 9022
928 792 2186
473 127 6436
705 394 7186
581 644 7843
85 878 7116
738 145 4189
462 511 4435
323 781 2293
217 550 1011
608 522 9824
477 240 2317
832 23 6946
718 369 9266
768 612 9195
929 215 1390
558 648 8561
789 846 8231
391 987 6434
934 737 1396
186 378 8610
889 551 4882
520 391 6702
375 467 1067
830 849 6552
509 500 3625
947 610 6299
385 212 1268
335 280 5783
974 353 81
992 526 3951
788 484 5976
731 182 808
315 130 4684
323 436 2780
951 300 9159
303 958 8395
483 952 6558
237 970 8171
619 830 7703
520 21 7360
881 294 1514
869 175 8755
325 127 2846
266 138 6302
650 717 5704
112 671 602
591 956 2286
523 648 210
433 502 3919
135 642 7353
429 372 8746
504 573 3491
556 413 5965
526 875 192
589 914 3341
933 470 1376
463 395 3156
35 402 6719
121 346 2253
864 973 1912
53 174 4671
105 572 3263
997 785 4580
118 658 3926
933 968 9956
845 702 668
579 15 6936
832 785 508
225 403 8101
649 246 738
560 901 462
809 594 4039
25 349 22
532 119 1791
410 315 393
190 96 6321
755 672 5527
885 297 5278
246 493 6956
654 893 1402
204 143 9300
943 535 6741
823 796 7606
370 25 7510
947 647 8207
389 260 9145
617 193 9103
777 551 7573
669 250 990
761 74 4893
694 716 1503
819 226 5509
581 318 3103
330 697 5616
611 414 3381
714 501 4822
564 3 5686
33 532 6548
329 834 8391
371 87 7922
481 74 9850
959 221 2090
688 653 465
478 373 888
560 116 6157
825 878 9932
296 63 9691
54 15 3116
53 582 8958
265 468 7809
23 463 9781
746 304 978
242 877 427
417 183 9221
913 868 7119
849 943 651
569 602 8901
878 388 9820
151 296 5543
4 696 8339
183 691 1522
309 262 1646
948 500 2845
472 637 8656
538 645 1242
262 413 7203
417 198 7871
53 911 9580
479 362 1282
382 682 4769
206 712 1079
460 663 9286
595 546 3810
393 861 8623
196 376 653
852 35 1089
712 389 6531
432 598 4730
481 635 121
335 514 1643
210 897 4770
813 353 7981
969 699 9301
549 221 8811
579 2 7664
629 439 9249
11 641 2124
490 383 6193
245 188 8743
272 766 4801
906 796 7685
348 81 3553
688 407 4162
500 104 9650
915 163 2230
778 854 230
438 439 533
402 69 130
123 230 2695
522 654 2886
165 733 3799
790 764 5973
157 824 3608
897 258 9830
395 907 7584
572 293 5866
487 147 8553
479 28 7889
651 590 494
776 666 1500
307 310 3068
258 762 5602
870 579 8303
863 586 5998
851 510 5572
922 341 70
558 609 3110
711 342 2878
299 64 9779
686 477 5135
648 900 8854
420 554 4523
543 207 6734
214 424 7716
706 421 566
209 914 8023
386 796 3793
949 352 2073
44 867 2352
509 558 1608
221 182 8720
548 220 5136
255 218 3671
609 103 1945
635 916 2770
929 269 5013
142 0 6091
318 545 5079
83 355 2434
64 570 9490
342 839 5102
896 292 815
240 665 9199
489 610 6934
688 776 6322
705 910 8961
277 682 1081
182 566 8060
849 614 1377
39 915 1164
654 333 6592
701 189 3514
104 718 4511
607 330 9164
537 350 9260
748 18 8842
961 294 5686
537 8 339
909 139 4590
159 248 9870
88 445 5381
623 107 8965
559 468 9817
375 556 5413
763 290 8342
905 304 7213
462 36 2980
588 920 654
80 929 9880
520 494 4874
512 620 1355
587 232 3675
569 366 2178
96 371 6879
593 305 1160
488 861 2458
553 403 2590
913 876 9365
629 367 8613
441 814 3285
520 637 260
815 106 5425
153 535 6048
229 652 7594
670 20 3760
548 674 9639
243 528 7504
872 978 3207
694 157 7594
79 35 6244
715 836 3605
693 407 514
535 684 5645
291 935 243
505 156 7565
918 437 4753
772 152 8356
62 156 2364
967 955 5202
605 931 7631
859 235 7147
969 19 165
627 562 3562
794 275 9216
412 27 836
607 752 2079
466 963 6171
807 221 598
583 405 6551
506 998 3780
381 383 5339
238 700 2158
339 775 4769
472 760 5666
518 451 9754
853 915 949
104 411 649
800 618 1038
387 557 3167
584 335 5218
519 939 59
518 612 175
484 998 7360
732 354 5749
36 336 5342
262 287 1695
378 316 7245
58 744 6277
375 858 6623
994 400 3599
